,category,scientific_name,common_names,conservation_status,park_name,observations
3098,Vascular Plant,Platanthera flava var. herbiola,Palegreen Orchid,Not in Danger,Yellowstone National Park,218
3099,Vascular Plant,Platanthera flava var. herbiola,Palegreen Orchid,Not in Danger,Bryce National Park,78
3100,Vascular Plant,Platanthera grandiflora,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",Not in Danger,Great Smoky Mountains National Park,68
3101,Vascular Plant,Platanthera grandiflora,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",Not in Danger,Yellowstone National Park,264
3102,Vascular Plant,Platanthera grandiflora,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",Not in Danger,Yosemite National Park,157
3103,Vascular Plant,Platanthera grandiflora,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",Not in Danger,Bryce National Park,87
3104,Vascular Plant,Platanthera lacera,"Green-Fringe Orchis, Green-Fringed Orchid",Not in Danger,Bryce National Park,100
3105,Vascular Plant,Platanthera lacera,"Green-Fringe Orchis, Green-Fringed Orchid",Not in Danger,Yellowstone National Park,256
3106,Vascular Plant,Platanthera lacera,"Green-Fringe Orchis, Green-Fringed Orchid",Not in Danger,Yosemite National Park,138
3107,Vascular Plant,Platanthera lacera,"Green-Fringe Orchis, Green-Fringed Orchid",Not in Danger,Great Smoky Mountains National Park,87
3108,Vascular Plant,Platanthera peramoena,Purple Fringeless Orchid,Not in Danger,Yellowstone National Park,251
3109,Vascular Plant,Platanthera peramoena,Purple Fringeless Orchid,Not in Danger,Bryce National Park,61
3110,Vascular Plant,Platanthera peramoena,Purple Fringeless Orchid,Not in Danger,Great Smoky Mountains National Park,78
3111,Vascular Plant,Platanthera peramoena,Purple Fringeless Orchid,Not in Danger,Yosemite National Park,122
3112,Vascular Plant,Platanthera psycodes,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",Not in Danger,Yellowstone National Park,258
3113,Vascular Plant,Platanthera psycodes,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",Not in Danger,Great Smoky Mountains National Park,76
3114,Vascular Plant,Platanthera psycodes,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",Not in Danger,Yosemite National Park,122
3115,Vascular Plant,Platanthera psycodes,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",Not in Danger,Bryce National Park,111
3116,Vascular Plant,Pogonia ophioglossoides,"Pogonia, Rose Pogonia",Not in Danger,Great Smoky Mountains National Park,64
3117,Vascular Plant,Pogonia ophioglossoides,"Pogonia, Rose Pogonia",Not in Danger,Yellowstone National Park,280
3118,Vascular Plant,Pogonia ophioglossoides,"Pogonia, Rose Pogonia",Not in Danger,Yosemite National Park,169
3119,Vascular Plant,Pogonia ophioglossoides,"Pogonia, Rose Pogonia",Not in Danger,Bryce National Park,107
3120,Vascular Plant,Spiranthes cernua,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",Not in Danger,Yosemite National Park,135
3121,Vascular Plant,Spiranthes cernua,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",Not in Danger,Bryce National Park,92
3122,Vascular Plant,Spiranthes cernua,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",Not in Danger,Great Smoky Mountains National Park,111
3123,Vascular Plant,Spiranthes cernua,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",Not in Danger,Yellowstone National Park,245
3124,Vascular Plant,Spiranthes lacera var. gracilis,Slender Lady's Tresses,Not in Danger,Great Smoky Mountains National Park,92
3125,Vascular Plant,Spiranthes lacera var. gracilis,Slender Lady's Tresses,Not in Danger,Bryce National Park,58
3126,Vascular Plant,Spiranthes lacera var. gracilis,Slender Lady's Tresses,Not in Danger,Yellowstone National Park,230
3127,Vascular Plant,Spiranthes lacera var. gracilis,Slender Lady's Tresses,Not in Danger,Yosemite National Park,147
3128,Vascular Plant,Spiranthes ochroleuca,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",Not in Danger,Yellowstone National Park,245
3129,Vascular Plant,Spiranthes ochroleuca,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",Not in Danger,Great Smoky Mountains National Park,92
3130,Vascular Plant,Spiranthes ochroleuca,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",Not in Danger,Bryce National Park,63
3131,Vascular Plant,Spiranthes ochroleuca,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",Not in Danger,Yosemite National Park,146
3132,Vascular Plant,Spiranthes ovalis,"Lesser Ladies'-Tresses, October Ladiestresses",Not in Danger,Yellowstone National Park,248
3133,Vascular Plant,Spiranthes ovalis,"Lesser Ladies'-Tresses, October Ladiestresses",Not in Danger,Great Smoky Mountains National Park,124
3134,Vascular Plant,Spiranthes ovalis,"Lesser Ladies'-Tresses, October Ladiestresses",Not in Danger,Yosemite National Park,158
3135,Vascular Plant,Spiranthes ovalis,"Lesser Ladies'-Tresses, October Ladiestresses",Not in Danger,Bryce National Park,104
3136,Vascular Plant,Spiranthes tuberosa,"Little Ladies'-Tresses, Little Lady's Tresses",Not in Danger,Yellowstone National Park,262
3137,Vascular Plant,Spiranthes tuberosa,"Little Ladies'-Tresses, Little Lady's Tresses",Not in Danger,Bryce National Park,114
3138,Vascular Plant,Spiranthes tuberosa,"Little Ladies'-Tresses, Little Lady's Tresses",Not in Danger,Great Smoky Mountains National Park,107
3139,Vascular Plant,Spiranthes tuberosa,"Little Ladies'-Tresses, Little Lady's Tresses",Not in Danger,Yosemite National Park,152
3140,Vascular Plant,Spiranthes vernalis,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",Not in Danger,Bryce National Park,106
3141,Vascular Plant,Spiranthes vernalis,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",Not in Danger,Great Smoky Mountains National Park,69
3142,Vascular Plant,Spiranthes vernalis,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",Not in Danger,Yosemite National Park,156
3143,Vascular Plant,Spiranthes vernalis,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",Not in Danger,Yellowstone National Park,245
3144,Vascular Plant,Tipularia discolor,"Cranefly Orchid, Crippled Cranefly",Not in Danger,Bryce National Park,57
3145,Vascular Plant,Tipularia discolor,"Cranefly Orchid, Crippled Cranefly",Not in Danger,Yellowstone National Park,277
3146,Vascular Plant,Tipularia discolor,"Cranefly Orchid, Crippled Cranefly",Not in Danger,Yosemite National Park,152
3147,Vascular Plant,Tipularia discolor,"Cranefly Orchid, Crippled Cranefly",Not in Danger,Great Smoky Mountains National Park,79
3148,Vascular Plant,Triphora trianthophora,Nodding Pogonia,Not in Danger,Yellowstone National Park,258
3149,Vascular Plant,Triphora trianthophora,Nodding Pogonia,Not in Danger,Yosemite National Park,180
3150,Vascular Plant,Triphora trianthophora,Nodding Pogonia,Not in Danger,Bryce National Park,73
3151,Vascular Plant,Triphora trianthophora,Nodding Pogonia,Not in Danger,Great Smoky Mountains National Park,47
3152,Vascular Plant,Hemerocallis fulva,"Orange Daylily, Orange Day-Lily",Not in Danger,Great Smoky Mountains National Park,93
3153,Vascular Plant,Hemerocallis fulva,"Orange Daylily, Orange Day-Lily",Not in Danger,Yellowstone National Park,237
3154,Vascular Plant,Hemerocallis fulva,"Orange Daylily, Orange Day-Lily",Not in Danger,Yosemite National Park,144
3155,Vascular Plant,Hemerocallis fulva,"Orange Daylily, Orange Day-Lily",Not in Danger,Bryce National Park,99
3156,Vascular Plant,Hemerocallis lilioasphodelus,Yellow Day-Lily,Not in Danger,Yellowstone National Park,243
3157,Vascular Plant,Hemerocallis lilioasphodelus,Yellow Day-Lily,Not in Danger,Yosemite National Park,154
3158,Vascular Plant,Hemerocallis lilioasphodelus,Yellow Day-Lily,Not in Danger,Great Smoky Mountains National Park,57
3159,Vascular Plant,Hemerocallis lilioasphodelus,Yellow Day-Lily,Not in Danger,Bryce National Park,136
3160,Vascular Plant,Achillea millefolium var. occidentalis,Yarrow,Not in Danger,Bryce National Park,119
3161,Vascular Plant,Achillea millefolium var. occidentalis,Yarrow,Not in Danger,Yellowstone National Park,277
3162,Vascular Plant,Achillea millefolium var. occidentalis,Yarrow,Not in Danger,Great Smoky Mountains National Park,87
3163,Vascular Plant,Achillea millefolium var. occidentalis,Yarrow,Not in Danger,Yosemite National Park,131
3164,Vascular Plant,Ageratina altissima,White Snakeroot,Not in Danger,Bryce National Park,94
3165,Vascular Plant,Ageratina altissima,White Snakeroot,Not in Danger,Great Smoky Mountains National Park,64
3166,Vascular Plant,Ageratina altissima,White Snakeroot,Not in Danger,Yellowstone National Park,254
3167,Vascular Plant,Ageratina altissima,White Snakeroot,Not in Danger,Yosemite National Park,178
3168,Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,Not in Danger,Yellowstone National Park,249
3169,Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,Not in Danger,Great Smoky Mountains National Park,81
3170,Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,Not in Danger,Bryce National Park,120
3171,Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,Not in Danger,Yosemite National Park,152
3172,Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,Not in Danger,Yellowstone National Park,249
3173,Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,Not in Danger,Yosemite National Park,139
3174,Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,Not in Danger,Bryce National Park,96
3175,Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,Not in Danger,Great Smoky Mountains National Park,63
3176,Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,Not in Danger,Yellowstone National Park,205
3177,Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,Not in Danger,Great Smoky Mountains National Park,84
3178,Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,Not in Danger,Yosemite National Park,117
3179,Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,Not in Danger,Bryce National Park,110
3180,Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",Not in Danger,Bryce National Park,63
3181,Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",Not in Danger,Great Smoky Mountains National Park,47
3182,Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",Not in Danger,Great Smoky Mountains National Park,92
3183,Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",Not in Danger,Yosemite National Park,142
3184,Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",Not in Danger,Yellowstone National Park,243
3185,Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",Not in Danger,Yosemite National Park,139
3186,Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",Not in Danger,Yellowstone National Park,199
3187,Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",Not in Danger,Bryce National Park,66
3188,Vascular Plant,Ambrosia bidentata,Lanceleaf Ragweed,Not in Danger,Yellowstone National Park,254
3189,Vascular Plant,Ambrosia bidentata,Lanceleaf Ragweed,Not in Danger,Great Smoky Mountains National Park,90
3190,Vascular Plant,Ambrosia bidentata,Lanceleaf Ragweed,Not in Danger,Bryce National Park,108
3191,Vascular Plant,Ambrosia bidentata,Lanceleaf Ragweed,Not in Danger,Yosemite National Park,124
3192,Vascular Plant,Ambrosia trifida,"Giant Ragweed, Great Ragweed",Not in Danger,Bryce National Park,91
3193,Vascular Plant,Ambrosia trifida,"Giant Ragweed, Great Ragweed",Not in Danger,Yosemite National Park,123
3194,Vascular Plant,Ambrosia trifida,"Giant Ragweed, Great Ragweed",Not in Danger,Yellowstone National Park,279
3195,Vascular Plant,Ambrosia trifida,"Giant Ragweed, Great Ragweed",Not in Danger,Great Smoky Mountains National Park,46
3196,Vascular Plant,Antennaria neglecta,"Field Pussy Toes, Field Pussytoes",Not in Danger,Great Smoky Mountains National Park,85
3197,Vascular Plant,Antennaria neglecta,"Field Pussy Toes, Field Pussytoes",Not in Danger,Yellowstone National Park,221
3198,Vascular Plant,Antennaria neglecta,"Field Pussy Toes, Field Pussytoes",Not in Danger,Yosemite National Park,150
3199,Vascular Plant,Antennaria neglecta,"Field Pussy Toes, Field Pussytoes",Not in Danger,Bryce National Park,113
3200,Vascular Plant,Antennaria parlinii ssp. fallax,Parlin's Pussytoes,Not in Danger,Yosemite National Park,149
3201,Vascular Plant,Antennaria parlinii ssp. fallax,Parlin's Pussytoes,Not in Danger,Bryce National Park,68
3202,Vascular Plant,Antennaria parlinii ssp. fallax,Parlin's Pussytoes,Not in Danger,Great Smoky Mountains National Park,86
3203,Vascular Plant,Antennaria parlinii ssp. fallax,Parlin's Pussytoes,Not in Danger,Yellowstone National Park,212
3204,Vascular Plant,Antennaria plantaginifolia,"Plantain-Leaf Pussytoes, Plantain-Leaved Pussy Toes",Not in Danger,Yellowstone National Park,241
3205,Vascular Plant,Antennaria plantaginifolia,"Plantain-Leaf Pussytoes, Plantain-Leaved Pussy Toes",Not in Danger,Bryce National Park,131
3206,Vascular Plant,Antennaria plantaginifolia,"Plantain-Leaf Pussytoes, Plantain-Leaved Pussy Toes",Not in Danger,Great Smoky Mountains National Park,43
3207,Vascular Plant,Antennaria plantaginifolia,"Plantain-Leaf Pussytoes, Plantain-Leaved Pussy Toes",Not in Danger,Yosemite National Park,141
3208,Vascular Plant,Antennaria solitaria,"Single-Head Pussytoes, Solitary Pussy Toes",Not in Danger,Yellowstone National Park,228
3209,Vascular Plant,Antennaria solitaria,"Single-Head Pussytoes, Solitary Pussy Toes",Not in Danger,Yosemite National Park,112
3210,Vascular Plant,Antennaria solitaria,"Single-Head Pussytoes, Solitary Pussy Toes",Not in Danger,Bryce National Park,123
3211,Vascular Plant,Antennaria solitaria,"Single-Head Pussytoes, Solitary Pussy Toes",Not in Danger,Great Smoky Mountains National Park,122
3212,Vascular Plant,Anthemis arvensis,"Corn Camomile, Corn-Chamomile",Not in Danger,Yosemite National Park,152
3213,Vascular Plant,Anthemis arvensis,"Corn Camomile, Corn-Chamomile",Not in Danger,Yellowstone National Park,249
3214,Vascular Plant,Anthemis arvensis,"Corn Camomile, Corn-Chamomile",Not in Danger,Bryce National Park,98
3215,Vascular Plant,Anthemis arvensis,"Corn Camomile, Corn-Chamomile",Not in Danger,Great Smoky Mountains National Park,82
3216,Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",Not in Danger,Yellowstone National Park,252
3217,Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",Not in Danger,Great Smoky Mountains National Park,73
3218,Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",Not in Danger,Yosemite National Park,162
3219,Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",Not in Danger,Yosemite National Park,170
3220,Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",Not in Danger,Bryce National Park,84
3221,Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",Not in Danger,Bryce National Park,122
3222,Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",Not in Danger,Great Smoky Mountains National Park,93
3223,Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",Not in Danger,Yellowstone National Park,257
3224,Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",Not in Danger,Yosemite National Park,162
3225,Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",Not in Danger,Bryce National Park,66
3226,Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",Not in Danger,Yellowstone National Park,234
3227,Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",Not in Danger,Yellowstone National Park,255
3228,Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",Not in Danger,Yosemite National Park,162
3229,Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",Not in Danger,Bryce National Park,142
3230,Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",Not in Danger,Great Smoky Mountains National Park,76
3231,Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",Not in Danger,Great Smoky Mountains National Park,63
3232,Vascular Plant,Arnoglossum atriplicifolium,"Armoglossum, Pale Indian-Plantain",Not in Danger,Yellowstone National Park,233
3233,Vascular Plant,Arnoglossum atriplicifolium,"Armoglossum, Pale Indian-Plantain",Not in Danger,Bryce National Park,88
3234,Vascular Plant,Arnoglossum atriplicifolium,"Armoglossum, Pale Indian-Plantain",Not in Danger,Yosemite National Park,145
3235,Vascular Plant,Arnoglossum atriplicifolium,"Armoglossum, Pale Indian-Plantain",Not in Danger,Great Smoky Mountains National Park,86
3236,Vascular Plant,Arnoglossum muehlenbergii,"Great Indian-Plantain, Muhlenberg's Cacalia",Not in Danger,Yellowstone National Park,261
3237,Vascular Plant,Arnoglossum muehlenbergii,"Great Indian-Plantain, Muhlenberg's Cacalia",Not in Danger,Great Smoky Mountains National Park,75
3238,Vascular Plant,Arnoglossum muehlenbergii,"Great Indian-Plantain, Muhlenberg's Cacalia",Not in Danger,Yosemite National Park,175
3239,Vascular Plant,Arnoglossum muehlenbergii,"Great Indian-Plantain, Muhlenberg's Cacalia",Not in Danger,Bryce National Park,74
3240,Vascular Plant,Artemisia abrotanum,Southernwood,Not in Danger,Great Smoky Mountains National Park,66
3241,Vascular Plant,Artemisia abrotanum,Southernwood,Not in Danger,Bryce National Park,113
3242,Vascular Plant,Artemisia abrotanum,Southernwood,Not in Danger,Yellowstone National Park,245
3243,Vascular Plant,Artemisia abrotanum,Southernwood,Not in Danger,Yosemite National Park,132
3244,Vascular Plant,Artemisia ludoviciana ssp. mexicana,White Sage,Not in Danger,Bryce National Park,74
3245,Vascular Plant,Artemisia ludoviciana ssp. mexicana,White Sage,Not in Danger,Great Smoky Mountains National Park,35
3246,Vascular Plant,Artemisia ludoviciana ssp. mexicana,White Sage,Not in Danger,Yosemite National Park,150
3247,Vascular Plant,Artemisia ludoviciana ssp. mexicana,White Sage,Not in Danger,Yellowstone National Park,224
3248,Vascular Plant,Artemisia vulgaris,"Common Mugwort, Common Wormwood",Not in Danger,Great Smoky Mountains National Park,86
3249,Vascular Plant,Artemisia vulgaris,"Common Mugwort, Common Wormwood",Not in Danger,Bryce National Park,122
3250,Vascular Plant,Artemisia vulgaris,"Common Mugwort, Common Wormwood",Not in Danger,Yellowstone National Park,264
3251,Vascular Plant,Artemisia vulgaris,"Common Mugwort, Common Wormwood",Not in Danger,Yosemite National Park,121
3252,Vascular Plant,Aster patens var. patens,Late Purple Aster,Not in Danger,Yellowstone National Park,230
3253,Vascular Plant,Aster patens var. patens,Late Purple Aster,Not in Danger,Yosemite National Park,132
3254,Vascular Plant,Aster patens var. patens,Late Purple Aster,Not in Danger,Bryce National Park,104
3255,Vascular Plant,Aster patens var. patens,Late Purple Aster,Not in Danger,Great Smoky Mountains National Park,86
3256,Vascular Plant,Aster retroflexus,Curtis? Aster,Not in Danger,Bryce National Park,102
3257,Vascular Plant,Aster retroflexus,Curtis? Aster,Not in Danger,Yellowstone National Park,245
3258,Vascular Plant,Aster retroflexus,Curtis? Aster,Not in Danger,Great Smoky Mountains National Park,100
3259,Vascular Plant,Aster retroflexus,Curtis? Aster,Not in Danger,Yosemite National Park,181
3260,Vascular Plant,Aster tataricus,"Tartar Aster, Tartarian Aster",Not in Danger,Yosemite National Park,182
3261,Vascular Plant,Aster tataricus,"Tartar Aster, Tartarian Aster",Not in Danger,Yellowstone National Park,252
3262,Vascular Plant,Aster tataricus,"Tartar Aster, Tartarian Aster",Not in Danger,Great Smoky Mountains National Park,37
3263,Vascular Plant,Aster tataricus,"Tartar Aster, Tartarian Aster",Not in Danger,Bryce National Park,88
3264,Vascular Plant,Bidens aristosa,Stick-Tight,Not in Danger,Bryce National Park,111
3265,Vascular Plant,Bidens aristosa,Stick-Tight,Not in Danger,Yosemite National Park,123
3266,Vascular Plant,Bidens aristosa,Stick-Tight,Not in Danger,Yellowstone National Park,251
3267,Vascular Plant,Bidens aristosa,Stick-Tight,Not in Danger,Great Smoky Mountains National Park,57
3268,Vascular Plant,Bidens bipinnata,Spanish-Needles,Not in Danger,Yellowstone National Park,273
3269,Vascular Plant,Bidens bipinnata,Spanish-Needles,Not in Danger,Bryce National Park,93
3270,Vascular Plant,Bidens bipinnata,Spanish-Needles,Not in Danger,Yosemite National Park,146
3271,Vascular Plant,Bidens bipinnata,Spanish-Needles,Not in Danger,Great Smoky Mountains National Park,121
3272,Vascular Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",Not in Danger,Yellowstone National Park,247
3273,Vascular Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",Not in Danger,Bryce National Park,120
3274,Vascular Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",Not in Danger,Great Smoky Mountains National Park,46
3275,Vascular Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",Not in Danger,Yellowstone National Park,241
3276,Vascular Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",Not in Danger,Yosemite National Park,177
3277,Vascular Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",Not in Danger,Yosemite National Park,175
3278,Vascular Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",Not in Danger,Great Smoky Mountains National Park,83
3279,Vascular Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",Not in Danger,Bryce National Park,110
3280,Vascular Plant,Bidens frondosa,"Begger Ticks, Devil's Beggar-Ticks",Not in Danger,Bryce National Park,121
3281,Vascular Plant,Bidens frondosa,"Begger Ticks, Devil's Beggar-Ticks",Not in Danger,Yosemite National Park,137
3282,Vascular Plant,Bidens frondosa,"Begger Ticks, Devil's Beggar-Ticks",Not in Danger,Great Smoky Mountains National Park,70
3283,Vascular Plant,Bidens frondosa,"Begger Ticks, Devil's Beggar-Ticks",Not in Danger,Yellowstone National Park,229
3284,Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Not in Danger,Great Smoky Mountains National Park,77
3285,Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Not in Danger,Yellowstone National Park,314
3286,Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Not in Danger,Great Smoky Mountains National Park,99
3287,Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Not in Danger,Bryce National Park,123
3288,Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Not in Danger,Yosemite National Park,128
3289,Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Not in Danger,Bryce National Park,141
3290,Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Not in Danger,Yosemite National Park,126
3291,Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Not in Danger,Yellowstone National Park,288
3292,Vascular Plant,Bidens vulgata,Big Devils Beggartick,Not in Danger,Bryce National Park,102
3293,Vascular Plant,Bidens vulgata,Big Devils Beggartick,Not in Danger,Yellowstone National Park,297
3294,Vascular Plant,Bidens vulgata,Big Devils Beggartick,Not in Danger,Great Smoky Mountains National Park,50
3295,Vascular Plant,Bidens vulgata,Big Devils Beggartick,Not in Danger,Yosemite National Park,149
3296,Vascular Plant,Brickellia eupatorioides var. eupatorioides,False Boneset,Not in Danger,Great Smoky Mountains National Park,88
3297,Vascular Plant,Brickellia eupatorioides var. eupatorioides,False Boneset,Not in Danger,Yellowstone National Park,265
3298,Vascular Plant,Brickellia eupatorioides var. eupatorioides,False Boneset,Not in Danger,Bryce National Park,126
3299,Vascular Plant,Brickellia eupatorioides var. eupatorioides,False Boneset,Not in Danger,Yosemite National Park,135
3300,Vascular Plant,Cacalia atriplicifolia,Pale Indian-Plantain,Not in Danger,Bryce National Park,69
3301,Vascular Plant,Cacalia atriplicifolia,Pale Indian-Plantain,Not in Danger,Great Smoky Mountains National Park,113
3302,Vascular Plant,Cacalia atriplicifolia,Pale Indian-Plantain,Not in Danger,Yosemite National Park,120
3303,Vascular Plant,Cacalia atriplicifolia,Pale Indian-Plantain,Not in Danger,Yellowstone National Park,267
3304,Vascular Plant,Cacalia muhlenbergii,Great Indian-Plantain,Not in Danger,Yellowstone National Park,295
3305,Vascular Plant,Cacalia muhlenbergii,Great Indian-Plantain,Not in Danger,Bryce National Park,75
3306,Vascular Plant,Cacalia muhlenbergii,Great Indian-Plantain,Not in Danger,Yosemite National Park,160
3307,Vascular Plant,Cacalia muhlenbergii,Great Indian-Plantain,Not in Danger,Great Smoky Mountains National Park,115
3308,Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,Not in Danger,Yosemite National Park,147
3309,Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,Not in Danger,Great Smoky Mountains National Park,81
3310,Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,Not in Danger,Yellowstone National Park,232
3311,Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,Not in Danger,Yellowstone National Park,224
3312,Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,Not in Danger,Great Smoky Mountains National Park,67
3313,Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,Not in Danger,Yosemite National Park,165
3314,Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,Not in Danger,Bryce National Park,78
3315,Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,Not in Danger,Bryce National Park,121
3316,Vascular Plant,Carduus nutans,Musk Thistle,Not in Danger,Bryce National Park,83
3317,Vascular Plant,Carduus nutans,Musk Thistle,Not in Danger,Yellowstone National Park,271
3318,Vascular Plant,Carduus nutans,Musk Thistle,Not in Danger,Yosemite National Park,151
3319,Vascular Plant,Carduus nutans,Musk Thistle,Not in Danger,Great Smoky Mountains National Park,66
3320,Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,Not in Danger,Yosemite National Park,134
3321,Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,Not in Danger,Great Smoky Mountains National Park,60
3322,Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,Not in Danger,Bryce National Park,96
3323,Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,Not in Danger,Yellowstone National Park,279
3324,Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",Not in Danger,Yellowstone National Park,279
3325,Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",Not in Danger,Yosemite National Park,140
3326,Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",Not in Danger,Yellowstone National Park,260
3327,Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",Not in Danger,Great Smoky Mountains National Park,30
3328,Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",Not in Danger,Bryce National Park,89
3329,Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",Not in Danger,Bryce National Park,103
3330,Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",Not in Danger,Great Smoky Mountains National Park,72
3331,Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",Not in Danger,Yosemite National Park,178
3332,Vascular Plant,Centaurea nigra,Lesser Knapweed,Not in Danger,Yosemite National Park,167
3333,Vascular Plant,Centaurea nigra,Lesser Knapweed,Not in Danger,Bryce National Park,82
3334,Vascular Plant,Centaurea nigra,Lesser Knapweed,Not in Danger,Great Smoky Mountains National Park,61
3335,Vascular Plant,Centaurea nigra,Lesser Knapweed,Not in Danger,Yellowstone National Park,228
